gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSG00000127914.12	ENST00000356239.3	AKAP9	protein_coding	0	0	1	0	0	0	1	chr7:91726276-91726550|Locus_307	group1
ENSG00000048707.9	ENST00000356315.4	VPS13D	protein_coding	0	0	3	0	1	0	3	chr1:12337155-12337304|Locus_5008,chr1:12337830-12337979|Locus_5009,chr1:12569039-12569213|Locus_5010	group1
ENSG00000075651.11	ENST00000356327.5	PLD1	protein_coding	0	0	1	0	1	0	1	chr3:171320570-171320869|Locus_4591	group1
ENSG00000149269.5	ENST00000356341.3	PAK1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000151461.15	ENST00000356352.2	UPF2	protein_coding	0	0	3	1	0	0	4	chr10:12077084-12077183|Locus_2871,chr10:12070950-12071349|Locus_2872,chr10:12056065-12070799|Locus_2873,chr10:11962746-11962895|Locus_2874	group1
ENSG00000119682.12	ENST00000356357.4	AREL1	protein_coding	0	0	0	1	0	0	1	chr14:75129830-75129979|Locus_8766	group1
ENSG00000186350.8	ENST00000356384.4	RXRA	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000186470.9	ENST00000356386.2	BTN3A2	protein_coding	0	0	0	2	0	0	2	chr6:26377090-26377389|Locus_718,chr6:26378115-26378264|Locus_719	group1
ENSG00000160991.11	ENST00000356387.2	ORAI2	protein_coding	0	0	1	0	0	0	1	chr7:102087483-102088882|Locus_7233	group1
ENSG00000198369.5	ENST00000356388.4	SPRED2	protein_coding	0	0	1	0	1	0	1	chr2:65540285-65541159|Locus_1789	group1
ENSG00000198331.6	ENST00000356438.3	HYLS1	protein_coding	0	0	1	0	1	0	1	chr11:125769849-125770123|Locus_1950	group1
ENSG00000114790.8	ENST00000356448.4	ARHGEF26	protein_coding	0	0	1	0	0	0	1	chr3:153840188-153840512|Locus_2914	group1
ENSG00000198142.3	ENST00000356454.3	SOWAHC	protein_coding	0	0	2	0	1	0	2	chr2:110372611-110372760|Locus_6310,chr2:110372811-110373660|Locus_6311	group1
ENSG00000175063.12	ENST00000356455.4	UBE2C	protein_coding	0	0	1	0	0	0	1	chr20:44441355-44441454|Locus_682	group1
ENSG00000170909.9	ENST00000356532.3	OSCAR	protein_coding	0	0	1	0	1	0	1	chr19:54597933-54598507|Locus_1105	group1
ENSG00000198162.8	ENST00000356554.3	MAN1A2	protein_coding	0	1	2	0	1	0	3	chr1:117910110-117910409|Locus_607,chr1:117910560-117910984|Locus_608,chr1:117944860-117944984|Locus_609	group1
ENSG00000148814.13	ENST00000356571.4	LRRC27	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000159140.13	ENST00000356577.4	SON	protein_coding	0	0	8	0	0	0	8	chr21:34915400-34918542|Locus_6405,chr21:34922089-34922388|Locus_6406,chr21:34923039-34923288|Locus_6407,chr21:34923589-34924313|Locus_6408,chr21:34924839-34924913|Locus_6409,chr21:34925339-34925988|Locus_6410,chr21:34926139-34926213|Locus_6411,chr21:34926739-34927063|Locus_6412	group1
ENSG00000142655.8	ENST00000356607.4	PEX14	protein_coding	0	0	3	0	2	0	3	chr1:10596277-10636856|Locus_4527,chr1:10689954-10690003|Locus_4528,chr1:10690029-10690078|Locus_4529	group1
ENSG00000111676.10	ENST00000356654.4	ATN1	protein_coding	0	0	2	0	0	0	2	chr12:7044776-7045150|Locus_850,chr12:7045426-7045725|Locus_851	group1
ENSG00000182087.8	ENST00000356663.3	TMEM259	protein_coding	0	0	2	0	1	0	2	chr19:1020979-1021053|Locus_8223,chr19:1010025-1010749|Locus_8224	group1
ENSG00000146374.9	ENST00000356698.4	RSPO3	protein_coding	0	0	1	0	0	0	1	chr6:127440398-127469855|Locus_7772	group1
ENSG00000124508.12	ENST00000356709.4	BTN2A2	protein_coding	0	0	0	2	1	0	2	chr6:26393211-26393410|Locus_406,chr6:26393736-26394010|Locus_407	group1
ENSG00000130545.11	ENST00000356762.3	CRB3	protein_coding	0	0	1	0	0	0	1	chr19:6466738-6467037|Locus_8321	group1
ENSG00000196455.3	ENST00000356763.3	PIK3R4	protein_coding	0	0	3	0	0	0	3	chr3:130463605-130463704|Locus_3451,chr3:130454772-130463479|Locus_3452,chr3:130452459-130452658|Locus_3453	group1
ENSG00000163939.14	ENST00000356770.4	PBRM1	protein_coding	0	0	1	0	0	0	1	chr3:52643611-52643760|Locus_5013	group1
ENSG00000115306.11	ENST00000356805.4	SPTBN1	protein_coding	0	0	2	0	0	1	3	chr2:54858395-54858744|Locus_6447,chr2:54876885-54879712|Locus_6448,chr2:54880663-54880737|Locus_6449	group1
ENSG00000206190.7	ENST00000356865.6	ATP10A	protein_coding	0	0	1	1	1	0	2	chr15:25924385-25925009|Locus_5512,chr15:25923960-25924134|Locus_5513	group1
ENSG00000185963.9	ENST00000356884.6	BICD2	protein_coding	0	0	1	0	0	0	1	chr9:95481318-95481642|Locus_2434	group1
ENSG00000132436.7	ENST00000356889.4	FIGNL1	protein_coding	0	0	3	0	1	0	3	chr7:50514307-50514481|Locus_6042,chr7:50513532-50513881|Locus_6043,chr7:50512982-50513056|Locus_6044	group1
ENSG00000075151.15	ENST00000356916.3	EIF4G3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000174405.9	ENST00000356922.4	LIG4	protein_coding	0	0	3	0	0	0	3	chr13:108863192-108863241|Locus_3815,chr13:108861917-108862241|Locus_3816,chr13:108861442-108861591|Locus_3817	group1
ENSG00000011304.12	ENST00000356948.6	PTBP1	protein_coding	0	0	1	0	0	0	1	chr19:797492-804114|Locus_5526	group1
ENSG00000197081.8	ENST00000356956.1	IGF2R	protein_coding	0	0	1	0	1	0	1	chr6:160525793-160526317|Locus_3622	group1
ENSG00000198081.6	ENST00000357006.4	ZBTB14	protein_coding	0	0	2	0	1	0	2	chr18:5291343-5291392|Locus_6760,chr18:5290618-5291242|Locus_6761	group1
ENSG00000173209.18	ENST00000357022.2	AHSA2	protein_coding	0	1	0	0	0	0	1	chr2:61406003-61406227|Locus_1172	group1
ENSG00000177469.12	ENST00000357037.5	PTRF	protein_coding	0	0	3	0	1	0	3	chr17:40575055-40575254|Locus_3202,chr17:40557092-40557216|Locus_3203,chr17:40555867-40556716|Locus_3204	group1
ENSG00000172081.9	ENST00000357066.3	MOB3A	protein_coding	0	0	1	2	1	0	3	chr19:2078172-2078246|Locus_1116,chr19:2073060-2073209|Locus_1117,chr19:2071110-2071359|Locus_1118	group1
ENSG00000259305.1	ENST00000357082.4	ZHX1-C8ORF76	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000112343.8	ENST00000357085.3	TRIM38	protein_coding	0	0	2	0	1	0	2	chr6:25966887-25967061|Locus_452,chr6:25983603-25983852|Locus_453	group1
ENSG00000006831.9	ENST00000357103.4	ADIPOR2	protein_coding	0	0	0	2	1	0	2	chr12:1895309-1895583|Locus_6976,chr12:1897034-1897358|Locus_6977	group1
ENSG00000118257.12	ENST00000357118.4	NRP2	protein_coding	0	0	0	2	1	0	2	chr2:206641293-206641492|Locus_8019,chr2:206641568-206641617|Locus_8020	group1
ENSG00000125971.12	ENST00000357156.2	DYNLRB1	protein_coding	0	0	2	0	0	0	2	chr20:33104229-33117741|Locus_7494,chr20:33118942-33122522|Locus_7495	group1
ENSG00000132549.14	ENST00000357162.2	VPS13B	protein_coding	0	0	1	0	0	0	1	chr8:100865865-100865964|Locus_1499	group1
ENSG00000157077.10	ENST00000357206.2	ZFYVE9	protein_coding	0	0	1	0	0	0	1	chr1:52704613-52704712|Locus_8416	group1
ENSG00000130723.13	ENST00000357304.4	PRRC2B	protein_coding	0	0	1	0	0	0	1	chr9:134349936-134350135|Locus_7725	group1
ENSG00000123146.15	ENST00000357355.3	CD97	protein_coding	0	0	0	1	0	0	1	chr19:14519321-14519537|Locus_8669	group1
ENSG00000165689.12	ENST00000357365.3	SDCCAG3	protein_coding	0	0	1	0	0	0	1	chr9:139299649-139301641|Locus_586	group1
ENSG00000054654.11	ENST00000357395.3	SYNE2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000106077.14	ENST00000357419.4	ABHD11	protein_coding	0	0	0	1	0	0	1	chr7:73150425-73150574|Locus_7467	group1
ENSG00000196642.11	ENST00000357466.2	RABL6	protein_coding	0	0	1	0	1	0	1	chr9:139735176-139735525|Locus_5201	group1
ENSG00000198113.2	ENST00000357503.2	TOR4A	protein_coding	0	0	1	0	1	0	1	chr9:140173550-140174624|Locus_4810	group1
ENSG00000122490.14	ENST00000357575.4	PQLC1	protein_coding	0	0	1	1	1	0	2	chr18:77663745-77664019|Locus_7197,chr18:77663095-77663669|Locus_7198	group1
ENSG00000137700.12	ENST00000357590.5	SLC37A4	protein_coding	0	0	1	0	0	0	1	chr11:118900042-118900166|Locus_2722	group1
ENSG00000166822.8	ENST00000357613.4	TMEM170A	protein_coding	0	0	1	0	1	0	1	chr16:75481242-75481491|Locus_1052	group1
ENSG00000096070.15	ENST00000357641.6	BRPF3	protein_coding	0	0	3	0	0	0	3	chr6:36168476-36168650|Locus_3070,chr6:36169076-36172437|Locus_3071,chr6:36181886-36182085|Locus_3072	group1
ENSG00000058668.10	ENST00000357681.5	ATP2B4	protein_coding	0	0	1	0	0	0	1	chr1:203652387-203652511|Locus_4209	group1
ENSG00000198160.10	ENST00000357692.2	MIER1	protein_coding	0	0	1	0	1	0	1	chr1:67450372-67450646|Locus_5751	group1
ENSG00000196372.8	ENST00000357700.6	ASB13	protein_coding	0	0	0	3	0	0	3	chr10:5681945-5682419|Locus_7051,chr10:5681320-5681594|Locus_7052,chr10:5681045-5681244|Locus_7053	group1
ENSG00000136715.13	ENST00000357702.5	SAP130	protein_coding	0	0	0	1	0	0	1	chr2:128698991-128699290|Locus_6974	group1
ENSG00000080815.14	ENST00000357710.4	PSEN1	protein_coding	0	0	0	1	1	0	1	chr14:73686139-73686588|Locus_5377	group1
ENSG00000109065.7	ENST00000357814.3	NAT9	protein_coding	0	0	0	1	1	0	1	chr17:72767311-72767810|Locus_2947	group1
ENSG00000142173.10	ENST00000357838.4	COL6A2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000174233.7	ENST00000357869.3	ADCY6	protein_coding	0	0	0	1	1	0	1	chr12:49162050-49162349|Locus_757	group1
ENSG00000197019.4	ENST00000357949.4	SERTAD1	protein_coding	0	0	1	0	1	0	1	chr19:40928434-40929183|Locus_3397	group1
ENSG00000168591.11	ENST00000357984.3	TMUB2	protein_coding	0	0	0	1	0	0	1	chr17:42268600-42268799|Locus_6912	group1
ENSG00000158711.9	ENST00000357992.4	ELK4	protein_coding	0	0	4	0	0	0	4	chr1:205589613-205589662|Locus_1783,chr1:205589038-205589462|Locus_1784,chr1:205588169-205588412|Locus_1785,chr1:205588094-205588143|Locus_1786	group1
ENSG00000198680.3	ENST00000358022.3	TUSC1	protein_coding	0	0	1	0	1	0	1	chr9:25677212-25677986|Locus_3257	group1
ENSG00000054654.11	ENST00000358025.3	SYNE2	protein_coding	0	0	1	0	0	0	1	chr14:64469857-64469931|Locus_2359	group1
ENSG00000127616.13	ENST00000358026.2	SMARCA4	protein_coding	0	0	0	1	1	0	1	chr19:11172663-11172837|Locus_6363	group1
ENSG00000102158.15	ENST00000358075.6	MAGT1	protein_coding	0	0	1	0	0	0	1	chrX:77130992-77150902|Locus_7538	group1
ENSG00000196730.8	ENST00000358077.5	DAPK1	protein_coding	0	0	1	0	1	0	1	chr9:90321258-90322707|Locus_1533	group1
ENSG00000197694.9	ENST00000358161.5	SPTAN1	protein_coding	0	0	2	0	0	0	2	chr9:131317633-131329145|Locus_6444,chr9:131370260-131370309|Locus_6445	group1
ENSG00000197147.8	ENST00000358200.4	LRRC8B	protein_coding	0	0	2	0	0	0	2	chr1:90049927-90049976|Locus_2587,chr1:90050002-90050101|Locus_2588	group1
ENSG00000149115.9	ENST00000358252.3	TNKS1BP1	protein_coding	0	0	2	0	0	0	2	chr11:57075942-57085296|Locus_7891,chr11:57069933-57070057|Locus_7892	group1
ENSG00000196227.6	ENST00000358293.3	FAM217B	protein_coding	0	0	2	0	1	0	2	chr20:58519562-58519786|Locus_6032,chr20:58519962-58520211|Locus_6033	group1
ENSG00000091732.11	ENST00000358303.4	ZC3HC1	protein_coding	0	0	0	1	0	0	1	chr7:129658126-129658200|Locus_4458	group1
ENSG00000120314.14	ENST00000358337.5	WDR55	protein_coding	0	0	1	0	1	0	1	chr5:140049049-140049448|Locus_4799	group1
ENSG00000197451.6	ENST00000358344.3	HNRNPAB	protein_coding	0	1	0	0	0	0	1	chr5:177631533-177631782|Locus_3496	group1
ENSG00000146457.10	ENST00000358372.4	WTAP	protein_coding	0	0	2	0	1	0	2	chr6:160169327-160169676|Locus_8531,chr6:160176295-160176669|Locus_8532	group1
ENSG00000113621.10	ENST00000358387.4	TXNDC15	protein_coding	0	0	1	1	1	0	2	chr5:134223574-134229232|Locus_7059,chr5:134235435-134235484|Locus_7060	group1
ENSG00000197905.4	ENST00000358409.2	TEAD4	protein_coding	0	0	0	1	1	0	1	chr12:3149682-3149842|Locus_6564	group1
ENSG00000142627.9	ENST00000358432.5	EPHA2	protein_coding	0	0	3	1	1	0	4	chr1:16475521-16482527|Locus_1731,chr1:16464824-16475495|Locus_1732,chr1:16455995-16458231|Locus_1733,chr1:16451032-16451656|Locus_1734	group1
ENSG00000114098.13	ENST00000358441.2	ARMC8	protein_coding	0	0	0	1	1	0	1	chr3:137964103-137964252|Locus_2782	group1
ENSG00000197323.6	ENST00000358465.2	TRIM33	protein_coding	0	0	1	0	1	0	1	chr1:114940174-114940348|Locus_4478	group1
ENSG00000128335.9	ENST00000358502.5	APOL2	protein_coding	0	0	1	1	0	0	2	chr22:36623730-36623954|Locus_2680,chr22:36622680-36622754|Locus_2681	group1
ENSG00000205220.7	ENST00000358514.4	PSMB10	protein_coding	0	0	1	0	0	0	1	chr16:67970373-67970605|Locus_1428	group1
ENSG00000132466.13	ENST00000358602.4	ANKRD17	protein_coding	0	0	4	0	0	0	4	chr4:74000932-74005471|Locus_2904,chr4:73957462-73957761|Locus_2905,chr4:73957062-73957161|Locus_2906,chr4:73956612-73956936|Locus_2907	group1
ENSG00000006015.13	ENST00000358607.6	C19orf60	protein_coding	0	0	1	0	0	0	1	chr19:18700214-18700288|Locus_4924	group1
ENSG00000151474.15	ENST00000358621.4	FRMD4A	protein_coding	0	0	1	2	0	0	3	chr10:13699127-13699351|Locus_5204,chr10:13688406-13688830|Locus_5205,chr10:13687906-13688180|Locus_5206	group1
ENSG00000196363.5	ENST00000358625.3	WDR5	protein_coding	0	0	0	1	1	0	1	chr9:137023137-137023386|Locus_701	group1
ENSG00000258555.2	ENST00000358654.2	SPECC1L-ADORA2A	protein_coding	0	0	0	1	0	0	1	chr22:24837813-24837937|Locus_1205	group1
ENSG00000198265.7	ENST00000358691.5	HELZ	protein_coding	0	0	1	0	0	0	1	chr17:65103308-65103632|Locus_8831	group1
ENSG00000198205.5	ENST00000358697.4	ZXDA	protein_coding	0	0	1	1	2	0	2	chrX:57934489-57934638|Locus_6839,chrX:57934389-57934438|Locus_6840	group1
ENSG00000165661.11	ENST00000358701.5	QSOX2	protein_coding	0	0	1	0	1	0	1	chr9:139100282-139101056|Locus_1601	group1
ENSG00000179456.9	ENST00000358704.4	ZBTB18	protein_coding	0	0	1	0	1	0	1	chr1:244217191-244218765|Locus_448	group1
ENSG00000198604.6	ENST00000358716.4	BAZ1A	protein_coding	0	0	1	0	0	0	1	chr14:35245385-35245434|Locus_738	group1
ENSG00000196371.2	ENST00000358752.2	FUT4	protein_coding	0	0	2	1	1	0	3	chr11:94278181-94278655|Locus_1287,chr11:94278706-94279080|Locus_1288,chr11:94279306-94279655|Locus_1289	group1
ENSG00000168439.12	ENST00000358794.5	STIP1	protein_coding	0	0	1	0	0	0	1	chr11:63953687-63960618|Locus_638	group1
ENSG00000118200.10	ENST00000358823.2	CAMSAP2	protein_coding	0	0	4	0	1	0	4	chr1:200818170-200818294|Locus_2405,chr1:200818320-200818419|Locus_2406,chr1:200819045-200819269|Locus_2407,chr1:200827148-200827297|Locus_2408	group1
ENSG00000165280.11	ENST00000358901.6	VCP	protein_coding	0	0	0	1	1	0	1	chr9:35056915-35057064|Locus_6716	group1
ENSG00000197329.7	ENST00000358912.4	PELI1	protein_coding	0	0	2	0	2	0	2	chr2:64322011-64322210|Locus_5485,chr2:64321736-64321910|Locus_5486	group1
ENSG00000137497.13	ENST00000358965.6	NUMA1	protein_coding	0	0	1	0	0	0	1	chr11:71725812-71727111|Locus_4202	group1
ENSG00000198642.5	ENST00000359039.4	KLHL9	protein_coding	0	0	2	0	0	0	2	chr9:21334093-21334192|Locus_5317,chr9:21333243-21333692|Locus_5318	group1
ENSG00000100239.11	ENST00000359139.3	PPP6R2	protein_coding	0	0	1	0	0	0	1	chr22:50832457-50845159|Locus_8619	group1
ENSG00000198373.8	ENST00000359154.2	WWP2	protein_coding	0	0	0	1	0	0	1	chr16:69974174-69974598|Locus_681	group1
ENSG00000197119.8	ENST00000359232.3	SLC25A29	protein_coding	0	0	1	2	2	0	3	chr14:100758728-100758877|Locus_1030,chr14:100758153-100758552|Locus_1031,chr14:100757453-100758102|Locus_1032	group1
ENSG00000176834.9	ENST00000359236.5	VSIG10	protein_coding	0	0	0	1	1	0	1	chr12:118504223-118504372|Locus_4725	group1
ENSG00000197724.6	ENST00000359246.4	PHF2	protein_coding	0	0	0	1	0	0	1	chr9:96440868-96440917|Locus_4545	group1
ENSG00000197496.4	ENST00000359271.2	SLC2A10	protein_coding	0	0	1	0	0	0	1	chr20:45354179-45355542|Locus_7326	group1
ENSG00000196182.6	ENST00000359297.2	STK40	protein_coding	0	0	1	1	0	0	2	chr1:36826840-36826889|Locus_7522,chr1:36807150-36807224|Locus_7523	group1
ENSG00000136861.13	ENST00000359309.3	CDK5RAP2	protein_coding	0	0	2	0	0	0	2	chr9:123210361-123216039|Locus_5261,chr9:123201812-123202036|Locus_5262	group1
ENSG00000141933.8	ENST00000359315.5	TPGS1	protein_coding	0	0	2	0	0	0	2	chr19:507647-507771|Locus_8283,chr19:519141-519190|Locus_8284	group1
ENSG00000196584.2	ENST00000359321.1	XRCC2	protein_coding	0	0	1	2	1	0	3	chr7:152345737-152346036|Locus_6746,chr7:152344437-152344636|Locus_6747,chr7:152343812-152343936|Locus_6748	group1
ENSG00000178826.6	ENST00000359333.3	TMEM139	protein_coding	0	0	0	1	0	0	1	chr7:142984465-142984614|Locus_1209	group1
ENSG00000196576.10	ENST00000359337.4	PLXNB2	protein_coding	0	0	1	1	0	0	2	chr22:50727558-50746001|Locus_2653,chr22:50713883-50713932|Locus_2654	group1
ENSG00000126883.12	ENST00000359428.5	NUP214	protein_coding	0	0	2	0	0	0	2	chr9:134072890-134073064|Locus_7220,chr9:134073090-134073589|Locus_7221	group1
ENSG00000196693.10	ENST00000359467.3	ZNF33B	protein_coding	0	0	1	0	0	0	1	chr10:43089579-43089678|Locus_6781	group1
ENSG00000182795.12	ENST00000359470.5	C1orf116	protein_coding	0	0	1	0	1	0	1	chr1:207195116-207195315|Locus_6918	group1
ENSG00000100207.14	ENST00000359486.3	TCF20	protein_coding	0	0	5	0	0	0	5	chr22:42610664-42611038|Locus_6552,chr22:42610389-42610563|Locus_6553,chr22:42607789-42608013|Locus_6554,chr22:42607539-42607613|Locus_6555,chr22:42575616-42606238|Locus_6556	group1
ENSG00000160785.9	ENST00000359511.4	SLC25A44	protein_coding	0	0	2	1	1	0	3	chr1:156164030-156169691|Locus_8587,chr1:156170067-156177680|Locus_8588,chr1:156180307-156180506|Locus_8589	group1
ENSG00000196663.11	ENST00000359520.7	TECPR2	protein_coding	0	0	1	0	0	0	1	chr14:102900854-102901328|Locus_8792	group1
ENSG00000197965.7	ENST00000359523.2	MPZL1	protein_coding	0	0	1	1	1	0	2	chr1:167691437-167734301|Locus_8107,chr1:167757244-167757393|Locus_8108	group1
ENSG00000115207.9	ENST00000359541.2	GTF3C2	protein_coding	0	0	1	0	1	0	1	chr2:27566255-27566429|Locus_3348	group1
ENSG00000160299.12	ENST00000359568.5	PCNT	protein_coding	0	0	4	0	0	0	4	chr21:47783416-47783765|Locus_4329,chr21:47786790-47801693|Locus_4330,chr21:47836183-47838196|Locus_4331,chr21:47851604-47852003|Locus_4332	group1
ENSG00000197324.4	ENST00000359591.4	LRP10	protein_coding	0	0	1	0	0	0	1	chr14:23344805-23345554|Locus_2875	group1
ENSG00000163435.11	ENST00000359651.3	ELF3	protein_coding	0	0	1	0	1	0	1	chr1:201984394-201985118|Locus_1758	group1
ENSG00000019995.6	ENST00000359653.4	ZRANB1	protein_coding	0	0	1	1	1	0	2	chr10:126631347-126655332|Locus_4757,chr10:126673619-126673868|Locus_4758	group1
ENSG00000156502.9	ENST00000359655.4	SUPV3L1	protein_coding	0	0	1	0	1	0	1	chr10:70968691-70968740|Locus_6508	group1
ENSG00000197183.8	ENST00000359676.5	C20orf112	protein_coding	0	0	1	0	1	0	1	chr20:31035137-31035461|Locus_1252	group1
ENSG00000104635.9	ENST00000359741.5	SLC39A14	protein_coding	0	0	1	0	1	0	1	chr8:22277137-22277611|Locus_2592	group1
ENSG00000130311.6	ENST00000359866.4	DDA1	protein_coding	0	0	0	2	0	0	2	chr19:17430555-17430654|Locus_6877,chr19:17431330-17431504|Locus_6878	group1
ENSG00000213923.6	ENST00000359867.3	CSNK1E	protein_coding	0	0	1	1	0	0	2	chr22:38690445-38694869|Locus_1315,chr22:38687472-38687571|Locus_1316	group1
ENSG00000155729.8	ENST00000359878.3	KCTD18	protein_coding	0	0	1	0	1	0	1	chr2:201354659-201354883|Locus_1169	group1
ENSG00000196923.9	ENST00000359895.2	PDLIM7	protein_coding	0	0	1	0	0	0	1	chr5:176919661-176923524|Locus_8338	group1
ENSG00000142949.12	ENST00000359947.4	PTPRF	protein_coding	0	0	2	1	0	0	3	chr1:44054645-44057215|Locus_5780,chr1:44069525-44070662|Locus_5781,chr1:44087894-44088018|Locus_5782	group1
ENSG00000107771.11	ENST00000359979.4	CCSER2	protein_coding	0	0	1	0	0	0	1	chr10:86131715-86132039|Locus_4669	group1
ENSG00000180964.12	ENST00000360000.4	TCEAL8	protein_coding	0	0	1	0	1	0	1	chrX:102508423-102508772|Locus_8176	group1
ENSG00000078808.12	ENST00000360001.6	SDF4	protein_coding	0	0	0	1	0	0	1	chr1:1152313-1152562|Locus_4325	group1
ENSG00000197576.9	ENST00000360046.5	HOXA4	protein_coding	0	0	0	1	0	0	1	chr7:27168351-27168600|Locus_3504	group1
ENSG00000140931.15	ENST00000360086.4	CMTM3	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000055609.13	ENST00000360104.3	KMT2C	protein_coding	0	0	3	0	0	0	3	chr7:151874603-151874877|Locus_5829,chr7:151856033-151859401|Locus_5830,chr7:151845473-151845747|Locus_5831	group1
ENSG00000197102.6	ENST00000360184.4	DYNC1H1	protein_coding	0	0	1	0	0	0	1	chr14:102452674-102452998|Locus_1646	group1
ENSG00000157557.7	ENST00000360214.3	ETS2	protein_coding	0	0	1	1	1	0	2	chr21:40194729-40195328|Locus_1889,chr21:40196304-40196353|Locus_1890	group1
ENSG00000084112.10	ENST00000360239.3	SSH1	protein_coding	0	0	1	2	1	0	3	chr12:109181641-109181790|Locus_4658,chr12:109181291-109181440|Locus_4659,chr12:109180991-109181090|Locus_4660	group1
ENSG00000257923.5	ENST00000360264.3	CUX1	protein_coding	0	0	2	0	1	0	2	chr7:101840364-101843362|Locus_1455,chr7:101892227-101892776|Locus_1456	group1
ENSG00000196526.6	ENST00000360265.4	AFAP1	protein_coding	0	0	1	2	1	7	10	chr4:7765340-7765414|Locus_5907,chr4:7765090-7765164|Locus_5908,chr4:7774061-7775760|Locus_7735,chr4:7775836-7776310|Locus_7736,chr4:7776386-7776435|Locus_7737,chr4:7777636-7777810|Locus_7738,chr4:7777886-7778260|Locus_7739,chr4:7778561-7778660|Locus_7740,chr4:7779136-7779210|Locus_7741,chr4:7779511-7779835|Locus_7742	group1
ENSG00000196924.10	ENST00000360319.4	FLNA	protein_coding	0	0	1	0	1	0	1	chrX:153588268-153588651|Locus_2293	group1
ENSG00000064999.12	ENST00000360359.3	ANKS1A	protein_coding	0	0	1	1	1	0	2	chr6:34985485-35005992|Locus_2431,chr6:35056582-35056706|Locus_2432	group1
ENSG00000116903.6	ENST00000360394.2	EXOC8	protein_coding	0	0	4	0	1	0	4	chr1:231473332-231473506|Locus_1410,chr1:231472682-231472956|Locus_1411,chr1:231472207-231472606|Locus_1412,chr1:231471307-231471906|Locus_1413	group1
ENSG00000144535.15	ENST00000360410.4	DIS3L2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000133026.8	ENST00000360416.3	MYH10	protein_coding	0	0	1	2	1	0	3	chr17:8526274-8526548|Locus_4083,chr17:8378798-8379072|Locus_4084,chr17:8378123-8378472|Locus_4085	group1
ENSG00000123562.12	ENST00000360458.1	MORF4L2	protein_coding	0	1	1	0	0	0	2	chrX:102933498-102940217|Locus_8558,chrX:102931351-102931575|Locus_8559	group1
ENSG00000162734.8	ENST00000360472.4	PEA15	protein_coding	0	0	1	0	0	0	1	chr1:160178386-160181437|Locus_7963	group1
ENSG00000154760.9	ENST00000360502.2	SLFN13	protein_coding	0	0	3	0	1	0	3	chr17:33768936-33769135|Locus_1361,chr17:33768140-33768239|Locus_1362,chr17:33767215-33767964|Locus_1363	group1
ENSG00000118495.14	ENST00000360537.2	PLAGL1	protein_coding	0	0	2	0	0	0	2	chr6:144269183-144269532|Locus_4579,chr6:144263112-144263561|Locus_4580	group1
ENSG00000197579.3	ENST00000360538.2	TOPORS	protein_coding	0	0	2	0	1	0	2	chr9:32542092-32542166|Locus_343,chr9:32541342-32541516|Locus_344	group1
ENSG00000168300.9	ENST00000360540.5	PCMTD1	protein_coding	0	0	1	0	0	0	1	chr8:52773483-52773532|Locus_930	group1
ENSG00000120705.8	ENST00000360541.5	ETF1	protein_coding	0	0	1	0	0	0	1	chr5:137878498-137878807|Locus_1883	group1
ENSG00000198598.2	ENST00000360564.1	MMP17	protein_coding	0	0	1	0	1	0	1	chr12:132335720-132336044|Locus_4026	group1
ENSG00000126461.10	ENST00000360565.3	SCAF1	protein_coding	0	0	2	1	2	0	3	chr19:50154398-50155447|Locus_5823,chr19:50155573-50161493|Locus_5824,chr19:50161819-50161906|Locus_5825	group1
ENSG00000198355.4	ENST00000360612.4	PIM3	protein_coding	0	0	0	1	1	0	1	chr22:50356825-50357074|Locus_3935	group1
ENSG00000196365.7	ENST00000360614.3	LONP1	protein_coding	0	0	3	0	1	0	3	chr19:5719898-5720097|Locus_8396,chr19:5714216-5719772|Locus_8397,chr19:5707792-5711823|Locus_8398	group1
ENSG00000167173.14	ENST00000360639.2	C15orf39	protein_coding	0	0	5	1	1	0	6	chr15:75498565-75498664|Locus_5416,chr15:75498765-75499164|Locus_5417,chr15:75499415-75499739|Locus_5418,chr15:75499915-75501214|Locus_5419,chr15:75503387-75503911|Locus_5420,chr15:75504412-75504486|Locus_5421	group1
ENSG00000163848.14	ENST00000360647.4	ZNF148	protein_coding	0	0	2	0	1	0	2	chr3:124951814-124951888|Locus_6809,chr3:124951064-124951788|Locus_6810	group1
ENSG00000132635.12	ENST00000360652.2	PCED1A	protein_coding	0	1	0	0	0	0	1	chr20:2820865-2820964|Locus_6200	group1
ENSG00000107758.11	ENST00000360663.5	PPP3CB	protein_coding	0	0	1	0	1	0	1	chr10:75197688-75198012|Locus_5079	group1
ENSG00000198561.8	ENST00000360682.6	CTNND1	protein_coding	0	1	0	0	0	0	1	chr11:57529359-57529483|Locus_189	group1
