ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
138311	family with sequence similarity 69 member B(FAM69B)	Homo sapiens					GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,	GO:0005515~protein binding,	IPR022049:Uncharacterised protein family FAM69,				SM01299:SM01299,	Alternative splicing,Complete proteome,Disulfide bond,Endoplasmic reticulum,Membrane,Polymorphism,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:Protein FAM69B,sequence conflict,sequence variant,splice variant,transmembrane region,
2312	filaggrin(FLG)	Homo sapiens				GO:0007275~multicellular organism development,GO:0030216~keratinocyte differentiation,GO:0061436~establishment of skin barrier,	GO:0005634~nucleus,GO:0005882~intermediate filament,GO:0036457~keratohyalin granule,GO:0043231~intracellular membrane-bounded organelle,	GO:0005198~structural molecule activity,GO:0005509~calcium ion binding,GO:0005515~protein binding,	IPR001751:S100/Calbindin-D9k, conserved site,IPR002048:EF-hand domain,IPR003303:Filaggrin,IPR011992:EF-hand-like domain,IPR013787:S100/CaBP-9k-type, calcium binding, subdomain,IPR018247:EF-Hand 1, calcium-binding site,		146700~Ichthyosis vulgaris,605803~Dermatitis, atopic, susceptibility to, 2,		SM01394:SM01394,	3D-structure,Calcium,Citrullination,Coiled coil,Complete proteome,Developmental protein,Direct protein sequencing,Ichthyosis,Metal-binding,Phosphoprotein,Polymorphism,Reference proteome,Repeat,	chain:filaggrin,compositionally biased region:Poly-Tyr,compositionally biased region:Ser-rich,domain:EF-hand 1,domain:EF-hand 2,modified residue,repeat:Filaggrin 1,repeat:Filaggrin 10,repeat:Filaggrin 11,repeat:Filaggrin 12,repeat:Filaggrin 13,repeat:Filaggrin 14,repeat:Filaggrin 15,repeat:Filaggrin 16,repeat:Filaggrin 17,repeat:Filaggrin 18,repeat:Filaggrin 19,repeat:Filaggrin 2,repeat:Filaggrin 20,repeat:Filaggrin 21,repeat:Filaggrin 22,repeat:Filaggrin 23,repeat:Filaggrin 3,repeat:Filaggrin 4,repeat:Filaggrin 5,repeat:Filaggrin 6,repeat:Filaggrin 7,repeat:Filaggrin 8,repeat:Filaggrin 9,sequence conflict,sequence variant,
8928	forkhead box H1(FOXH1)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001947~heart looping,GO:0003139~secondary heart field specification,GO:0003151~outflow tract morphogenesis,GO:0003215~cardiac right ventricle morphogenesis,GO:0003222~ventricular trabecula myocardium morphogenesis,GO:0006366~transcription from RNA polymerase II promoter,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0033147~negative regulation of intracellular estrogen receptor signaling pathway,GO:0035054~embryonic heart tube anterior/posterior pattern specification,GO:0035909~aorta morphogenesis,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048318~axial mesoderm development,GO:0060766~negative regulation of androgen receptor signaling pathway,GO:1900164~nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry,GO:2000824~negative regulation of androgen receptor activity,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005667~transcription factor complex,GO:0032444~activin responsive factor complex,	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001104~RNA polymerase II transcription cofactor activity,GO:0001190~transcriptional activator activity, RNA polymerase II transcription factor binding,GO:0001205~transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0019904~protein domain specific binding,GO:0035326~enhancer binding,GO:0043425~bHLH transcription factor binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0046332~SMAD binding,GO:0050681~androgen receptor binding,GO:0070410~co-SMAD binding,GO:0070412~R-SMAD binding,	IPR001766:Transcription factor, fork head,IPR011991:Winged helix-turn-helix DNA-binding domain,				SM00339:FH,	Activator,Complete proteome,DNA-binding,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:Forkhead box protein H1,DNA-binding region:Fork-head,mutagenesis site,region of interest:SMAD-interaction domain (SID),sequence variant,short sequence motif:Fast/FoxH1 motif 1 (FM1),short sequence motif:Fast/FoxH1 motif 2 (FM2),short sequence motif:SMAD interaction motif (SIM),
8322	frizzled class receptor 4(FZD4)	Homo sapiens				GO:0001570~vasculogenesis,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0007275~multicellular organism development,GO:0007605~sensory perception of sound,GO:0010812~negative regulation of cell-substrate adhesion,GO:0016055~Wnt signaling pathway,GO:0030177~positive regulation of Wnt signaling pathway,GO:0030182~neuron differentiation,GO:0030947~regulation of vascular endothelial growth factor receptor signaling pathway,GO:0031987~locomotion involved in locomotory behavior,GO:0034446~substrate adhesion-dependent cell spreading,GO:0035426~extracellular matrix-cell signaling,GO:0042701~progesterone secretion,GO:0043507~positive regulation of JUN kinase activity,GO:0045893~positive regulation of transcription, DNA-templated,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,GO:0060070~canonical Wnt signaling pathway,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,GO:0061299~retina vasculature morphogenesis in camera-type eye,GO:0061301~cerebellum vasculature morphogenesis,GO:0061304~retinal blood vessel morphogenesis,GO:0071300~cellular response to retinoic acid,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,GO:0009986~cell surface,GO:0016021~integral component of membrane,GO:0030669~clathrin-coated endocytic vesicle membrane,GO:0070062~extracellular exosome,	GO:0004930~G-protein coupled receptor activity,GO:0005515~protein binding,GO:0017147~Wnt-protein binding,GO:0019955~cytokine binding,GO:0030165~PDZ domain binding,GO:0031625~ubiquitin protein ligase binding,GO:0042803~protein homodimerization activity,GO:0042813~Wnt-activated receptor activity,GO:0046982~protein heterodimerization activity,	IPR000539:Frizzled protein,IPR015526:Frizzled/secreted frizzled-related protein,IPR017981:GPCR, family 2-like,IPR020067:Frizzled domain,IPR026551:Frizzled-4,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,	133780~Exudative vitreoretinopathy 1,133780~Retinopathy of prematurity,		SM00063:FRI,SM01330:SM01330,	3D-structure,Cell membrane,Complete proteome,Developmental protein,Disease mutation,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Signal,Transducer,Transmembrane,Transmembrane helix,Ubl conjugation,Wnt signaling pathway,	chain:Frizzled-4,disulfide bond,domain:FZ,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,short sequence motif:Lys-Thr-X-X-X-Trp motif,short sequence motif:PDZ-binding,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
3964	galectin 8(LGALS8)	Homo sapiens				GO:0098792~xenophagy,	GO:0005615~extracellular space,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0030246~carbohydrate binding,	IPR001079:Galectin, carbohydrate recognition domain,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,				SM00276:GLECT,SM00908:SM00908,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Lectin,Polymorphism,Proteomics identification,Reference proteome,Repeat,	binding site:Carbohydrate,chain:Galectin-8,domain:Galectin 1,domain:Galectin 2,helix,region of interest:Beta-galactoside binding,sequence conflict,sequence variant,splice variant,strand,turn,
2677	gamma-glutamyl carboxylase(GGCX)	Homo sapiens				GO:0006464~cellular protein modification process,GO:0007596~blood coagulation,GO:0017187~peptidyl-glutamic acid carboxylation,	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008488~gamma-glutamyl carboxylase activity,	IPR007782:Vitamin K-dependent gamma-carboxylase,IPR011020:HTTM,IPR011051:RmlC-like cupin domain,IPR014710:RmlC-like jelly roll fold,	hsa00130:Ubiquinone and other terpenoid-quinone biosynthesis,	277450~Vitamin K-dependent clotting factors, combined deficiency of, 1,610842~Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,		SM00752:HTTM,	Acetylation,Alternative splicing,Complete proteome,Disease mutation,Disulfide bond,Endoplasmic reticulum,Glycoprotein,Lyase,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Vitamin K-dependent gamma-carboxylase,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
10020	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE)	Homo sapiens				GO:0006045~N-acetylglucosamine biosynthetic process,GO:0006047~UDP-N-acetylglucosamine metabolic process,GO:0006054~N-acetylneuraminate metabolic process,GO:0007155~cell adhesion,GO:0046835~carbohydrate phosphorylation,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008761~UDP-N-acetylglucosamine 2-epimerase activity,GO:0009384~N-acylmannosamine kinase activity,GO:0016301~kinase activity,GO:0046872~metal ion binding,	IPR000600:ROK,IPR003331:UDP-N-acetylglucosamine 2-epimerase,IPR020004:UDP-N-acetylglucosamine 2-epimerase,UDP-hydrolysing,	hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,	269921~Sialuria,605820~Nonaka myopathy,			3D-structure,Allosteric enzyme,Alternative splicing,ATP-binding,Complete proteome,Cytoplasm,Disease mutation,Hydrolase,Kinase,Metal-binding,Multifunctional enzyme,Nucleotide-binding,Phosphoprotein,Reference proteome,Transferase,Zinc,	chain:Bifunctional UDP-N-acetylglucosamine 2- epimerase/N-acetylmannosamine kinase,helix,nucleotide phosphate-binding region:ATP,region of interest:N-acetylmannosamine kinase,region of interest:UDP-N-acetylglucosamine 2-epimerase,sequence variant,strand,turn,
116444	glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B)	Homo sapiens				GO:0035235~ionotropic glutamate receptor signaling pathway,GO:0051205~protein insertion into membrane,GO:0051924~regulation of calcium ion transport,GO:0070588~calcium ion transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0017146~NMDA selective glutamate receptor complex,GO:0030054~cell junction,GO:0043025~neuronal cell body,GO:0045211~postsynaptic membrane,	GO:0004970~ionotropic glutamate receptor activity,GO:0004972~NMDA glutamate receptor activity,GO:0005234~extracellular-glutamate-gated ion channel activity,GO:0005261~cation channel activity,GO:0005262~calcium channel activity,GO:0016594~glycine binding,GO:0030594~neurotransmitter receptor activity,GO:0042165~neurotransmitter binding,	IPR001320:Ionotropic glutamate receptor,IPR001508:NMDA receptor,IPR019594:Glutamate receptor, L-glutamate/glycine-binding,	hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04724:Glutamatergic synapse,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05033:Nicotine addiction,hsa05034:Alcoholism,			SM00079:PBPe,SM00918:SM00918,	Calcium,Cell junction,Cell membrane,Complete proteome,Glycoprotein,Ion channel,Ion transport,Ligand-gated ion channel,Magnesium,Membrane,Polymorphism,Postsynaptic cell membrane,Receptor,Reference proteome,Signal,Synapse,Transmembrane,Transmembrane helix,Transport,	chain:Glutamate [NMDA] receptor subunit 3B,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
26330	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic(GAPDHS)	Homo sapiens				GO:0006006~glucose metabolic process,GO:0006094~gluconeogenesis,GO:0006096~glycolytic process,GO:0030317~sperm motility,GO:0045821~positive regulation of glycolytic process,GO:0061621~canonical glycolysis,	GO:0005634~nucleus,GO:0005829~cytosol,	GO:0004365~glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,GO:0005515~protein binding,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0050661~NADP binding,GO:0051287~NAD binding,	IPR006424:Glyceraldehyde-3-phosphate dehydrogenase, type I,IPR016040:NAD(P)-binding domain,IPR020828:Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain,IPR020829:Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain,IPR020830:Glyceraldehyde 3-phosphate dehydrogenase, active site,IPR020831:Glyceraldehyde/Erythrose phosphate dehydrogenase family,	hsa00010:Glycolysis / Gluconeogenesis,hsa01100:Metabolic pathways,			SM00846:SM00846,	3D-structure,Complete proteome,Cytoplasm,Glycolysis,NAD,Oxidoreductase,Polymorphism,Proteomics identification,Reference proteome,	active site:Nucleophile,binding site:Glyceraldehyde 3-phosphate,binding site:NAD,binding site:NAD; via carbonyl oxygen,chain:Glyceraldehyde-3-phosphate dehydrogenase, testis-specific,helix,modified residue,nucleotide phosphate-binding region:NAD,region of interest:Glyceraldehyde 3-phosphate binding,sequence conflict,sequence variant,site:Activates thiol group during catalysis,strand,turn,
10082	glypican 6(GPC6)	Homo sapiens				GO:0001523~retinoid metabolic process,GO:0006024~glycosaminoglycan biosynthetic process,GO:0006027~glycosaminoglycan catabolic process,GO:0016477~cell migration,GO:0030203~glycosaminoglycan metabolic process,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,	GO:0043395~heparan sulfate proteoglycan binding,GO:1904929~coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway,	IPR001863:Glypican,IPR019803:Glypican, conserved site,		258315~Omodysplasia 1,			Cell membrane,Complete proteome,Dwarfism,Glycoprotein,GPI-anchor,Heparan sulfate,Lipoprotein,Membrane,Polymorphism,Proteoglycan,Proteomics identification,Reference proteome,Secreted,Signal,	chain:Glypican-6,chain:Secreted glypican-6,lipid moiety-binding region:GPI-anchor amidated serine,propeptide:Removed in mature form,sequence variant,signal peptide,
2803	golgin A4(GOLGA4)	Homo sapiens				GO:0000042~protein targeting to Golgi,GO:0016192~vesicle-mediated transport,GO:0043001~Golgi to plasma membrane protein transport,GO:0045773~positive regulation of axon extension,	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0051020~GTPase binding,	IPR000237:GRIP,				SM00755:Grip,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Glycoprotein,Golgi apparatus,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Golgin subfamily A member 4,compositionally biased region:Glu-rich,domain:GRIP,helix,modified residue,mutagenesis site,sequence conflict,sequence variant,splice variant,
9146	hepatocyte growth factor-regulated tyrosine kinase substrate(HGS)	Homo sapiens		h_eea1Pathway:The role of FYVE-finger proteins in vesicle transport,		GO:0006622~protein targeting to lysosome,GO:0006886~intracellular protein transport,GO:0006914~autophagy,GO:0007165~signal transduction,GO:0008285~negative regulation of cell proliferation,GO:0010324~membrane invagination,GO:0010628~positive regulation of gene expression,GO:0016197~endosomal transport,GO:0036258~multivesicular body assembly,GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,GO:0042176~regulation of protein catabolic process,GO:0043405~regulation of MAP kinase activity,GO:0046426~negative regulation of JAK-STAT cascade,GO:0072657~protein localization to membrane,GO:1903543~positive regulation of exosomal secretion,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005769~early endosome,GO:0005829~cytosol,GO:0031901~early endosome membrane,GO:0032585~multivesicular body membrane,GO:0033565~ESCRT-0 complex,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0016301~kinase activity,GO:0019904~protein domain specific binding,GO:0046872~metal ion binding,	IPR000306:Zinc finger, FYVE-type,IPR002014:VHS,IPR003903:Ubiquitin interacting motif,IPR008942:ENTH/VHS,IPR011011:Zinc finger, FYVE/PHD-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017073:Ubiquitin binding protein, Hrs/VPS27,IPR017455:Zinc finger, FYVE-related,IPR024641:Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain,	hsa04144:Endocytosis,hsa04145:Phagosome,		PIRSF036956:ubiquitin binding protein, Hrs/Vps27 type,	SM00064:FYVE,SM00288:VHS,	3D-structure,Acetylation,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Endosome,Kinase,Membrane,Metal-binding,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Transferase,Transport,Ubl conjugation,Zinc,Zinc-finger,	chain:Hepatocyte growth factor-regulated tyrosine kinase substrate,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,domain:VHS,helix,modified residue,mutagenesis site,region of interest:Interaction with NF2,region of interest:Interaction with SNAP25 and TRAK2,region of interest:Interaction with SNX1,region of interest:Interaction with STAM1,repeat:UIM,sequence conflict,sequence variant,splice variant,zinc finger region:FYVE-type,
4670	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens				GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000398~mRNA splicing, via spliceosome,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0010467~gene expression,	GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005730~nucleolus,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016363~nuclear matrix,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0042382~paraspeckles,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0019904~protein domain specific binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR024666:Heterogeneous nuclear ribonucleoprotein M, PY nuclear localisation signal,IPR024667:Heterogeneous nuclear ribonucleoprotein M,	hsa03040:Spliceosome,			SM00360:RRM,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein M,compositionally biased region:Poly-Gly,domain:RRM 1,domain:RRM 2,domain:RRM 3,helix,modified residue,region of interest:27 X 6 AA repeats of [GEVSTPAN]-[ILMV]- [DE]-[RH]-[MLVI]-[GAV],repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:3,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,splice variant,strand,turn,
3099	hexokinase 2(HK2)	Homo sapiens			Carbohydrate transport and metabolism,	GO:0001678~cellular glucose homeostasis,GO:0002931~response to ischemia,GO:0006096~glycolytic process,GO:0007595~lactation,GO:0008637~apoptotic mitochondrial changes,GO:0015758~glucose transport,GO:0035795~negative regulation of mitochondrial membrane permeability,GO:0046324~regulation of glucose import,GO:0046835~carbohydrate phosphorylation,GO:0051156~glucose 6-phosphate metabolic process,GO:0061621~canonical glycolysis,GO:0072655~establishment of protein localization to mitochondrion,GO:0072656~maintenance of protein location in mitochondrion,GO:1904925~positive regulation of mitophagy in response to mitochondrial depolarization,GO:2000378~negative regulation of reactive oxygen species metabolic process,	GO:0005623~cell,GO:0005741~mitochondrial outer membrane,GO:0005829~cytosol,GO:0016020~membrane,	GO:0004340~glucokinase activity,GO:0004396~hexokinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0005536~glucose binding,GO:0008865~fructokinase activity,GO:0019158~mannokinase activity,	IPR001312:Hexokinase,IPR019807:Hexokinase, conserved site,IPR022672:Hexokinase, N-terminal,IPR022673:Hexokinase, C-terminal,	hsa00010:Glycolysis / Gluconeogenesis,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00500:Starch and sucrose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa00524:Butirosin and neomycin biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa04066:HIF-1 signaling pathway,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04973:Carbohydrate digestion and absorption,hsa05230:Central carbon metabolism in cancer,				3D-structure,Acetylation,Allosteric enzyme,ATP-binding,Complete proteome,Glycolysis,Kinase,Membrane,Mitochondrion,Mitochondrion outer membrane,Nucleotide-binding,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transferase,	binding site:ATP,binding site:ATP 1,binding site:ATP 2,binding site:Glucose-6-phosphate 1,binding site:Glucose-6-phosphate 2,binding site:Substrate 1,binding site:Substrate 2,chain:Hexokinase-2,helix,modified residue,nucleotide phosphate-binding region:ATP 1,nucleotide phosphate-binding region:ATP 2,region of interest:Catalytic,region of interest:Glucose-6-phosphate 1 binding,region of interest:Glucose-6-phosphate 2 binding,region of interest:Hydrophobic,region of interest:Regulatory,region of interest:Substrate 1 binding,region of interest:Substrate 2 binding,sequence conflict,sequence variant,strand,turn,
79366	high mobility group nucleosome binding domain 5(HMGN5)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006749~glutathione metabolic process,GO:0008284~positive regulation of cell proliferation,GO:0010628~positive regulation of gene expression,GO:0016569~covalent chromatin modification,GO:0043066~negative regulation of apoptotic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0071157~negative regulation of cell cycle arrest,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0043231~intracellular membrane-bounded organelle,	GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0031492~nucleosomal DNA binding,GO:0044822~poly(A) RNA binding,	IPR000079:High mobility group nucleosome-binding domain-containing family,				SM00527:HMG17,	Chromatin regulator,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:High-mobility group nucleosome-binding domain-containing protein 5,modified residue,
3035	histidyl-tRNA synthetase(HARS)	Homo sapiens			Translation, ribosomal structure and biogenesis,	GO:0006412~translation,GO:0006418~tRNA aminoacylation for protein translation,GO:0006427~histidyl-tRNA aminoacylation,GO:0032543~mitochondrial translation,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,	GO:0004812~aminoacyl-tRNA ligase activity,GO:0004821~histidine-tRNA ligase activity,GO:0005524~ATP binding,	IPR000738:WHEP-TRS,IPR004154:Anticodon-binding,IPR004516:Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR009068:S15/NS1, RNA-binding,IPR015807:Histidine-tRNA ligase,	hsa00970:Aminoacyl-tRNA biosynthesis,	614504~Usher syndrome type 3B,616625~Charcot-Marie-Tooth disease, axonal, type 2W,	PIRSF001549:histidyl-tRNA synthetase,	SM00991:SM00991,	3D-structure,Acetylation,Alternative splicing,Aminoacyl-tRNA synthetase,ATP-binding,Charcot-Marie-Tooth disease,Coiled coil,Complete proteome,Cytoplasm,Deafness,Disease mutation,Ligase,Neurodegeneration,Neuropathy,Nucleotide-binding,Phosphoprotein,Polymorphism,Protein biosynthesis,Proteomics identification,Reference proteome,Retinitis pigmentosa,Usher syndrome,	chain:Histidyl-tRNA synthetase, cytoplasmic,domain:WHEP-TRS,helix,modified residue,sequence conflict,sequence variant,
388697	hornerin(HRNR)	Homo sapiens				GO:0031424~keratinization,GO:0043163~cell envelope organization,GO:0061436~establishment of skin barrier,	GO:0001533~cornified envelope,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0030313~cell envelope,GO:0036457~keratohyalin granule,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,	IPR001751:S100/Calbindin-D9k, conserved site,IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR013787:S100/CaBP-9k-type, calcium binding, subdomain,IPR018247:EF-Hand 1, calcium-binding site,				SM01394:SM01394,	Calcium,Complete proteome,Developmental protein,Keratinization,Metal-binding,Methylation,Phosphoprotein,Polymorphism,Reference proteome,Repeat,	calcium-binding region:1,calcium-binding region:2,chain:antimicrobial peptide E608,chain:Hornerin,domain:EF-hand 1,domain:EF-hand 2,modified residue,region of interest:S-100-like,repeat:1,repeat:10,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:2,repeat:20,repeat:21,repeat:22,repeat:23,repeat:24,repeat:25,repeat:26,repeat:27,repeat:28,repeat:29,repeat:3,repeat:30,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,sequence conflict,sequence variant,
3038	hyaluronan synthase 3(HAS3)	Homo sapiens				GO:0005975~carbohydrate metabolic process,GO:0007155~cell adhesion,GO:0030213~hyaluronan biosynthetic process,GO:0045226~extracellular polysaccharide biosynthetic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0085029~extracellular matrix assembly,GO:1900106~positive regulation of hyaluranon cable assembly,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0036117~hyaluranon cable,	GO:0050501~hyaluronan synthase activity,	IPR026107:Hyaluronan synthase/nodulation protein C,IPR026108:Hyaluronan synthase 3,					Alternative splicing,Complete proteome,Glycoprotein,Glycosyltransferase,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Hyaluronan synthase 3,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
81888	hydroxypyruvate isomerase (putative)(HYI)	Homo sapiens						GO:0005515~protein binding,GO:0008903~hydroxypyruvate isomerase activity,	IPR013022:Xylose isomerase-like, TIM barrel domain,IPR026040:Hydroxypyruvate isomerase-like,	hsa00630:Glyoxylate and dicarboxylate metabolism,hsa01100:Metabolic pathways,		PIRSF006241:hydroxypyruvate isomerase,		Alternative splicing,Complete proteome,Isomerase,Polymorphism,Proteomics identification,Reference proteome,	chain:Putative hydroxypyruvate isomerase,sequence conflict,sequence variant,splice variant,
